category,file_path,role,skills,education
AGRICULTURE,data/AGRICULTURE/89740812.pdf,"DIRECTOR OF MARKETING, COMMUNICATIONS AND IT","Adobe Creative Suite, Acrobat, After Effects, Dreamweaver, Photoshop, Premiere, AutoCAD, business operations, business strategies,
Computer Aided Design, CAD, hardware, consultant, content, content management, creative design, clientele, client, clients, customer relations,
customer service, database, Drafting, e-commerce, engineering design, Flash, focus, government, grant proposals, drawing, graphic art, graphic,InDesign, internet marketing, inventory, layout, Leadership, MAC OS, market and trend, marketing, marketing communications, materials,
meetings, Access, Microsoft Certified Systems Engineer, MCSE, Excel, MS Office, office, Power Point, Publisher, Window, Word, needs
analysis, networking, online marketing, Operating Systems, OS, organizational, press, processes, proposals, public relations, publications, quality,
radio, Research, retail, search engine optimization, strategic, strategic planning, technical assistance, television, training materials, website, written","that will improve
their standard of living and satisfy stakeholders.
Provided marketing expertise in e-media productions such as radio and television programs as well as social media solutions and other
online publications.
Supervised a staff of students providing them guidance through mentorship in marketing, customer service, business operations and
professional development.
01/2003
 
to 
01/2012
Web Developer
 
Company Name
Consulted with customers to perform needs analysis, determine project scope and define problem solutions that focus on increasing client
revenue and ROI.
Developed statements of work for project proposals to acquire new accounts.
Designed various types of e-media including retail e-commerce sites, content management systems and web portals.
Developed marketing content to include design layout, copy, graphic art and various electronic media productions.
Monitored and analyzed results to optimize online marketing and enhance the customer"
AGRICULTURE,data/AGRICULTURE/16661264.pdf,NATURAL RESOURCE SPECIALIST GS-12/5,"TAAMs, ArcGIS 10.5.1, Trimble Unit, Garmin, ATV, Personal Computer - Microsoft Excel, PowerPoint, Microsoft Word, Write and Read
Legal Descriptions, Read and Translate Title Status Reports, Identify plants, forbs and weeds.Â 
General
Are you a U.S. citizen? YesDo you claim Veteran's preferance? Â NoWere you ever a Federal Civilian employee? Â Yes GS-401-12 step 4
from January 2013 to PresentAre you eligible for reinstatement based on career or career-conditional Federal Status? Â Yesâ€‹
Referances
Austin Gillette, Fiduciary Trust Officer - Office of Special Trustee (701) 627-4707Â 
Â 
Edward Lone Fight, Former Superintendent - Wind River Agency (701) 421-4222
Â 
Thomas Wells, Retired Deputy Superintendent/Former Supervisor (701) 441-1165","al and
professional"
AGRICULTURE,data/AGRICULTURE/27888251.pdf,WATER RESOURCES SPECIALIST II,"A tenacious, courteous, diplomatic, and professional self motivated individual who requires minimal supervision.","Bachelor of Science
 
: 
Environmental Science and Geology
 
, 
2004
 
Western Washington University
 
- 
City
 
, 
State
 
Conducted field studies to
determine water quality health of streams, authored many written works, such as lab reports, policy memos, research papers, and co-wrote an
Environmental Impact Statement.Â  Prepared classroomÂ presentations.Associate of Science
 
: 
Freshwater Ecology
 
, 
2002
 
Whatcom Community College
 
- 
City
 
, 
State
 
Focus on freshwater ecology of streams and
identification of macroinvertebrate assemblages."
AGRICULTURE,data/AGRICULTURE/17640785.pdf,PROJECT(S) MANAGER,"to develop, implement, evaluate, direct, and monitor public service projects for
the protection and security of human subjects.
Core Qualifications
Project Management, Compliance, Monitoring and Evaluation,
Quality Management and Assurance, Program
Planning/Development/Implementation (Technical and Non-
Technical), Report Writing and Presentation, & Public Speaking
Qualitative/Quantitative Mixed Method
Research/Analysis/Consultation, Ethnography, Interviews and
Interactional Analysis, Literature Review and Content Analysis,
Fieldwork, Health, Welfare, Culture, Society, Migration, &
Diaspora","Master of Science & Philosophy
 
, 
Medical Anthropology
 
2015
 
University of Oxford
 
- 
City
 
, 
State
 
, 
UK
*Scholarship by the Luys Foundation of Armenia*
Advisor: Elisabeth Hsu, University of Oxford, Medical Anthropology Professor and Fellow of Green Templeton College, Oxford
Bachelor of Arts
 
, 
Anthropology
 
2012
 
University of California, Berkeley 
- 
City
 
, 
State
 
, 
USA
*Academic Honors in Anthropology, Distinction in General Scholarship*
Advisor: Aihwa Ong, UC Berkeley Department of Anthropology
Reader: Santoukht Mikaelian, UC Berkeley Department of Slavic"
AGRICULTURE,data/AGRICULTURE/55712978.pdf,POST-DOCTORAL RESEARCH FELLOW,"Spectroscopic Methods: UV-Vis, IR, Atomic Absorption, Fluorescence, etc.
Chromatographic Methods (analytical to preparative using open column, HPLC or AKTA purifier): Gel Exclusion, Hydrophobic
Interaction, Revers Phase, Ion Exchange, Affinity, etc.
Electrophoretic Methods: SDS-PAGE, Native PAGE, Isoelectric Focusing, Offgel, 2D, Blotting Techniques, etc.
Thermodynamic/Hydrodynamic Methods: DSC, ITC, Centrifugation, Filtration, Diafiltration, Dialysis, etc.
Molecular Biology Methods: DNA/RNA Extraction, PCR, Genetic Engineering, Rational Gene Modification, etc.
Cell Biology methods/ Immuno Assay: Cell Culture, Cell Phantom Preparation, MTT, ELISA, etc.
Microbiology Methods: Screening, Identification, Fermentation, Secondary Metabolites Pathways Engineering, etc.","PhD
 
Enzyme Biotechnology, Department of Biochemistry, University Putra Malaysia, Malaysia 
August 2010 Thesis title: ""Production Optimization
and Characterization of Thermostable Recombinant Lipase from a Locally Isolated Bacterium"". MSc, Biophysics, University of Tehran, Tehran,
Iran 
September 1997 Thesis title: ""Qualitative and Quantitative Studies on Protein Transportation across the Blood-Air Barrier in Cultured
Alveolar Epithelial Cell Monolayer"". Awarded free education via competitive entrance examination. BSc, Cell and Molecular Biology, University
of Tehran, Tehran, Iran 
November 1993 Awarded free education via competitive entrance examination."
AGRICULTURE,data/AGRICULTURE/81042872.pdf,RESEARCH SCIENTIST,"Interpersonal skills: Effective communicator,
quick learner and adaptable.
Effective leader Integral part of the organizing committee for events by Chimera Biotechnology Club - BITS Pilani Dubai Communication
Key communication point to management for current project at Saladax Biomedical,Inc.
Give presentations and lead team discussions on a regular basis as a Research Scientist at Saladax Biomedical, Inc.","Masters of Science
 
, 
Biotechnology
 
5 2013
 
University of Pennsylvania
 
GPA: 
GPA: 3.83/4.0
 
Biotechnology GPA: 3.83/4.0
Bachelor of Engineering (Honors)
 
, 
Biotechnology
 
Birla Institute of Technology & Science
 
ï¼​ 
City
 
GPA: 
GPA: 9.62/10
 
Biotechnology GPA:
9.62/10
Publications
Isolation and characterization of salt-tolerant rhizobia native to the desert soils of United Arab Emirates Emirates Journal of Food and Agriculture
(Plant Science), 2013. Vol 25, No 2 (2013): February - Selected by Science Development Network for their"
AGRICULTURE,data/AGRICULTURE/26070334.pdf,BATCH RECORD COORDINATOR / DOCUMENT CONTROL,and,"Currently Enrolled
 
:
 
Accounting
 
2018
 
Champlain College
 
, 
City
 
, 
State
 
Currently Enrolled
Bachelor's Degree
 
:
 
Chemistry
 
08/1992
 
Virginia tech
 
, 
City
 
, 
State
 
B.A. Chemistry
Job Related Training:
Quality Assurance Specialist - NSF / 21 GFR 111 Course completion.
Quality Assurance Specialist - AirCheck Academy, Trace Analytics Corporation - Course completion for compressed air testing in a food grade
facility according to ISO 8573.
Specimen Processing School at Intermounatin Health Care from June 2010 through July 2011."
AGRICULTURE,data/AGRICULTURE/19851252.pdf,SAFETY INTERN,"cashiering, closing, Directing, direction, Excel, Power Point, Microsoft Word, quality, Safety","December 2015
Bachelor of Science
 
: 
Occupational Safety and Environmental Health Applied Engineering Emergency Management
 
Millersville University of
Pennsylvania
 
- 
City
 
, 
State
 
Occupational Safety and Environmental Health Applied Engineering Emergency Management
Affiliations
American Society of Safety Engineers 
February 2015"
AGRICULTURE,data/AGRICULTURE/20006992.pdf,"FRONT DESK CLERK (FEE BASIS, JOHN D DINGELL VA MEDICAL CENTER)","and abilities Â 
Compassionate mentor
Team management
Skilled multi-tasker
Meticulous attention to detail","Wayne State University
 
2013
 
MBA
 
: 
Linguistics
 
City
 
, 
State
 
, 
US
 
Wayne State University, Detroit, MI; BA in Linguistics, 12/2013
Wayne County Community College District
 
2007
 
Liberal Arts
 
City
 
, 
State
 
, 
US
 
Wayne County Community College District, Detroit, MI, AA in
Liberal Arts, 06/2007
Northcentral University
 
Master in Education
 
: 
English as a Second Language
 
City
 
, 
State
 
, 
USA
Coursework in Education
Emphasis inÂ 
Expected Graduation Year: 2016
Professional Affiliations
Veterans of Foreign Wars, Detroit, MI
Military"
AGRICULTURE,data/AGRICULTURE/30437583.pdf,PROGRAM ANALYST,"Adobe Photoshop, Anatomy, Agency, Biology, Chemistry, conferences, database, direct marketing, Drupal, Edit, Environmental Health, GIS,
grants, Health",",
and other FNS nutrition programs.
01/2011
 
to 
06/2012
Student Intern
 
Company Name
 
ï¼​ 
City
 
, 
State
Part-time volunteer employment - 20 hours per week.
Supervisor: Jeff Greenfield, (703) 605-4331.
Education
March 2014
Masters of Public Health
 
: 
Health Education
 
Loma Linda University
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.63 Cum Laude, Deans list
 
Health Education
GPA: 3.63 Cum Laude, Deans list
May 2012
Bachelors of Science
 
: 
Community Health Nutrition
 
George Mason University
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.04 Deans list
 
Community
HealthNutrition GPA: 3.04 Deans list
Professional Affiliations
Make-A-Wish Foundation Member of the Young Professional Council Wish Granter Alpha Phi Fraternity International Alumni Leukemia &
Lymphoma Society Volunteer Member of Young Government Leaders Member of the Organization of Professional Employees of the US
Department of Agriculture"
AGRICULTURE,data/AGRICULTURE/28733974.pdf,EXECUTIVE DIRECTOR,". Â Proven success in Association
Management, including all business skills necessary in leading a small business. Â Excellent communicator in both written and verbal form with
successful track records acting as both a direct supervisor and as a liaison between staff and Association Board of Directors. Â Consistently meets
or exceeds both short and long term corporate goals for growth. Â Proven leader in conference and meeting management including all aspects
from meeting space and hotel negotiations, to speaker travel and networking, to attendee registration. Successful track record as a grant writer for
projects for non-profit organizations.
Skills
Effective leader
Consistently meet goals
Project management","Bachelor of Science
 
: 
Marketing Education with Business Electives
 
, 
1985
 
The University of Georgia
 
- 
City
 
, 
State
 
Recipient of 
Ty Cobb
 
Scholarship
Graduated Magna Cum Laude
President of the Distributive Education Clubs of America
Associate of Science
 
: 
Core Curriculum with Business Electives
 
, 
1982
 
Abraham Baldwin Agricultural College
 
- 
City
 
, 
State
 
Recipient of 
George and Annie Sosebee
 
Â Scholarship
 
Served on newspaper staff
First ABAC student inducted into Phi Theta Kappa National Honor Fraternity Hall of Fame
Recipient of the ABAC Student of Distinction in Business
Recipient of the ABAC Student of Distinction in English
President of Phi Theta Kappa National Honor Fraternity"
AGRICULTURE,data/AGRICULTURE/15053703.pdf,ADMINISTRATION OFFICE ASSISTANT,". Easily cultivates trusting and productive relationships with students,
parents, teachers administration, and others. Effective at providing quality instruction and fostering a positive working environment with excellent
interpersonal and organization skills.","Major. Army ROTC, and Kappa Delta Pi (Education) Honor Society
Officer.
Led 3 Summer Camp Programs, and student teach in 3 schools at the Portland District"
AGRICULTURE,data/AGRICULTURE/14140903.pdf,GRADUATE RESEARCH ASSISTANT,"-Great Organizational skills
-Good Numerical and analytical skills","Ph.D.
 
: 
Ruminant Nutrition
 
2017
 
University of Florida
 
City
 
, 
State
 
, 
USA
Awards
-Grinter Fellowship for outstanding new PhD students
-Certificate of outstanding academic achievement, University of Florida International Center
Master of Science
 
: 
Monogastric Nutrition
 
2011
 
University of Agriculture
 
City
 
, 
State
 
, 
Nigeria
Awards
-University of Agriculture Graduate Fellowship
-Postgraduate Tuition Scholarship for First Class Students in the University
-Dufil Prima Schloarship for postgraduate students in Nutrition
Bachelor of Agriculture
 
: 
Animal Nutrition
 
2009
 
University of Agriculture, Abeokuta
 
City
 
, 
State
 
, 
Nigeria
Award
Academic achievement award for graduating with a First class...4.59 out of 5.00.
Affiliations
Nigerian Society of Animal Production
American Society of Animal Science
Publications
Peer-reviewed Publications
-C. M. Huisden, N. J. Szabo, 
I.M. Ogunade and A. T. Adesogan (2014). Mucuna pruriens detoxification: 1. Effects of ensiling duration and
particle size. Animal Feed Science and Technology. (IN PRESS).-Ogunade I.M., Eruvbetine., D., Oyekunle, A.O, Fafiolu, A.O, Olorunsola, R.A., Oso, A.O., Sobayo, R.A., Falola, A.C., Osho, S.O. and O.M
Sogunle (2012). Control of salmonella organisms in laying hens through the use of feed additives. Nigeria Poultry Science Journal 9: 166-171.
-Olorunsola R.A, Eruvbetine D, Oyekunle M.A, Jegede A.V and 
Ogunade I.M (2012); Salmonella organism transmission in hatching broiler eggs,
Journal of Biology, Agriculture and Healthcare, Vol 2, No 10.
-I.B Allison, D.A Ekunseitan, A.A Ayoola, S.O Iposu, O.M.O Idowu, I.M Ogunade and S.O Osho (2013). Effect of beak amputation and sex
on the pecking rate damage and performance parameters of turkey. Paskitan Journal of Biological Sciences 16(19): 1022-1027.
-R.A. Sobayo., A. O. Oso, O.A. Adeyemi., O.G. Sodipe, A.O. Fafiolu, Odetola, O.M and I.M. Ogunade. 2013. Growth response and nutrient
digestibility of broiler chicken fed graded levels of phytobiotics (Garcinia kola; Bitter kola). Journal of Applied Agricultural Research 5(1), 91-99.
Official Publication of Agricultural Research Institute, Nigeria.
-A. O. Oso, A. S. Haastrup, A. J. Ajibade, K.O. Olowonefa, A.O. Aluko, 
I.M. Ogunade, S.O. Osho, A.M. Bamgbose. (2013). Growth
performance, apparent nutrient digestibility, caecal fermentation, ileal morphology and caecal microflora of growing rabbits fed diet containing
probiotics and prebiotics. Livestock Science. 157: 184-190.
-Oso, A. O, G.A. Williams, A.V. Jegede, R.A. Sobayo, A.O. Fafiolu, O.M.O. Idowu, M. O. Sogunle, O.S. Akinola, O.O. Adeleye, l A.R.
Olorunsola, I.M. Ogunade, S.O. Osho, F.O. Obadire, A.M Bamgbose. 2014. Interactive effect of whole millet feeding and mannan
oligossaccharides supplementation on growth performance, serum biochemistry and organ weights of helmeted guinea fowl (Numidia meleagris).
Livestock Science 159: 46-52.
-Osho, S.O., Oso, A.O., Akpan, I.E., Ayanniyi, T.A., Ogunade, I.M., Durosaro, S.O. and Idowu, O.M.O. (2013). Health status and blood
parameters of weaner rabbits fed diets containing varying dietary fibre and digestible energy levels. Journal of Biology, Agriculture and Healthcare.
3(19): 79-86. Published by International Institute for Science, Technology and Education, UNITED STATES OF AMERICA.
-Durosaro, S.O., Ojo, A., Fadare, A.O., Olowofeso, O., Ilori, B.M., Osho, S.O., Ogunade, 
I.M. and Ozoje, M.O. (2013). Effect of Coat
Colour on Water Intake and Feed Utilization of Intensively Reared West African Dwarf Sheep in the Humid Tropics. Journal of Biology,
Agriculture and Healthcare. 3(19): 31-37. Published by International Institute for Science, Technology and Education, UNITED STATES OF
AMERICA.
-Ekunseitan, D.A., Balogun, O.O., Eruvbetine, Daisy, Abiola, S.S., Sogunle, O.M., Ogunade, I.M., Egbeyale, L.T., Ayoola, A.A., Akinola,
O.F., Allison, I.B. and Osho, S.O. (2012). Visual assessment, proximate composition and cost analysis of three differently processed discarded
vegetable-bovine blood-rumen content mixtures as substitutes for conventional feedstuffs. Short Communication Nigerian Journal of Animal
Production 39(2):211-217.
Conference Papers
-Ibukun M. Ogunade, Kathy G. Arriola, Rafael M. Martins, Bibiana Y. Coy, Chelsea L. Curry, Deborah K. Terkoski, Amber Rubright, Marcos
G. Zenobi, Zhengxin Ma, Charles R. Staples, Adegbola T. Adesogan (2014). Effect of prototype sequestering agents on performance and milk
aflatoxin M1 concentrations of dairy cows fed aflatoxin B1-contaminated diets. ADSA-ASAS-CSAS Joint Annual Meeting, Missouri, USA
07/2014
-O. Oso, O. Erinle, A.V. Jegede, A.O. Fafiolu, R.A. Sobayo, R. Olorunsola, A.M. Bamgbose, I.M. Ogunade, S.O. Osho, W.A. Olayemi, F.O.
Oke. (2013). Effect of whole millet feeding and mannan oligosaccharides supplementation on organ weights of Cockerel Chicks. WPSA (UK
Branch) Annual Meeting 16th-17th April 2013. The Jubilee Campus, Nottingham University. UNITED KINGDOM-Ogunade, I.M., Eruvbetine D, Fafiolu, A. O., Oyekunle, M.A, Oso, A.O, Sobayo, R.A, Osho S.O, Ekunseitan D.A. 2012. Effect of dietary
mannan oligosaccharides on the prevalence of Salmonella organisms in the dropping of sampled laying hens within South-Western Nigeria. World's
Poultry Science Association (UK Branch) Annual meeting 24-25th April, pg 35 Jubilee Campus, Nottingham University. British Poultry Abstracts
8 (1):44-45. UNITED KINGDOM"
AGRICULTURE,data/AGRICULTURE/12341902.pdf,EDUCATION OFFICER & SENIOR EDUCATION OFFICER GUIDANCE & COUNSELING UNIT,"Exceptional communication skills and outstanding
leadership qualities
Flexible, enthusiastic and enjoys working with people
Solution focus
Unique knack in identifying and improving counselors and clients potential
Skilled in MS Office and researching on the Internet
effective listener and Critical thinker skills
Outstanding interpersonal and rapport building skills .
Skilled in collecting and compiling information through interaction with
colleagues, parents and students","OFFICER & SENIOR EDUCATION OFFICER GUIDANCE & COUNSELING UNIT
Professional Summary
I joined the Ministry of Education in 1982 and was posted at the R.M.Bailey Senior High School where I remained for seventeen and a half
wonderful years. 
I served as Head of the Guidance Department from 1991 to 1999 until my redeployment to Special Services Section to oversee
the Guidance & Counseling Unit upon the retirement of the former officer. 
I enjoyed my"
AGRICULTURE,data/AGRICULTURE/84512719.pdf,E-COMMERCE SUPERVISOR,"preparing work assignments.
Fostering teamwork by being enthusiastic and having a positive energy.
Agriculture Worker
 
, 
01/1998
 
to 
01/2007
 
State
Manage & maintain heavy farm equipment.
skills gained- responsibility, flexibility, self-determination and confidence.","and Training
Electrical/Electronics Engineering Technology, AAS 
Presently attending Owens Community College
 
- 
City
 
, 
State
 
GPA: 3.93
2012 Active Participant in theÂ 5S program
2010 Owens Community College - Toledo OH -Photovoltaic Certification
2007 Training Assistant Position Workshop
2006 Online/Phone course for Mentors of America
2004 Participated in Best Buy Lean Team
Graduate
 
:
 
1998
 
Riverdale High School"
AGRICULTURE,data/AGRICULTURE/11676151.pdf,PATIENT ACCESS REP,"using Epic medical software to register patient and train doctors and nurses on inputting medical information into
the Epic system.","Bachelor of Science
 
: 
Computer Information Systems Telecommunication Systems Support
 
2008
 
Tulane University
 
City
 
, 
State
 
, 
USA
 
Associate of Science
 
: 
Computer Network Engineering
 
2002
 
Delgado Community College
 
City
 
, 
State
 
, 
USA
 
Military
United States Navy (Veteran) 
Honorable Discharge
Technical"
AGRICULTURE,data/AGRICULTURE/15546686.pdf,SENIOR FIELD APPLICATION SPECIALIST,"banking, Chemistry, customer support, DNA, GC, government, marketing, materials, Network, reporting, Research, sales, Teaching, Trainer,
training materials, troubleshooting, typing, validation","and Training
2007
 
Bachelor of Science
 
:
 
Metropolitan State University of Denver
 
- 
Microbiology and Molecular Biology
 
City
 
, 
State
 
, 
USA
 
Microbiology and
Molecular Biology"
AGRICULTURE,data/AGRICULTURE/29897742.pdf,ADULT EDUCATION TEACHER,". Track
record of achieving exceptional results in not only FFA programs but also Credit Recovery Programs at my current high school and program
improvement in numbers at not only Covina High School but also Bloomington High School. I was able to double my numbers at both programs in
two years and continue to grow the programs while I was there. Core Qualifications Excellent classroom management Innovative lesson planning",TEACHER
AGRICULTURE,data/AGRICULTURE/37201447.pdf,ADULT EDUCATION INSTRUCTOR,". Track
record of achieving exceptional results in not only FFA programs but also Credit Recovery Programs at my current high school and program
improvement in numbers at not only Covina High School but also Bloomington High School. I have also been involved with bringing to life the
Adult","INSTRUCTOR
Summary
Seasoned Agriculture Teacher with more than 20 years of"
AGRICULTURE,data/AGRICULTURE/29968330.pdf,EXTENSION METHODOLOGIST,"required in conducting researches. This includes skills in designing data
capturing sheets, capturing data in the targeted field as well as analyzing
such data leading the interpretation of the findings
I also have excellent report witting skills","and practical arenas have made me a versatile, quickly trainable, innovative and result
oriented person capable of working under minimum supervision but yielding good results. I can work with different groups of people of different
back grounds but giving excellent results."
AGRICULTURE,data/AGRICULTURE/20969119.pdf,CHIEF ADMINISTRATIVE OFFICER,"administrative, budget, business process improvement, change management, coach, contracts, Customer Service, delivery, direction, finance,
focus, functional, goal setting, Government, human resource, innovation, inspection, inventory, Leadership, managing, mentor, Office, negotiating,
optimization, organizational development, organizational, policy development, process improvement, producing, recruitment, reporting, retail, sales,
sales training, Salesforce CRM, store manager, strategy, strategic, strategic planning, vision, reducing waste","Baker College
 
Master of Business Administration
 
: 
Finance
 
City
 
, 
State
 
Finance
Michigan State University
 
Bachelor of Science
 
: 
Fisheries and Wildlife
 
City
 
, 
State
 
Fisheries and Wildlife
Professional Affiliations
Certifications Lean Leadership, University of Michigan College of Engineering, 2014. State of Michigan Certified Lean Process Improvement
Consultant, 2009"
AGRICULTURE,data/AGRICULTURE/26835781.pdf,BEHAVIORAL INTERVENTIONIST,"in all client contacts to assist client in developing coping skills and positive behaviors.
Participate in treatment team planning meeting and/or family counseling sessions as requested.
Initiate monthly therapist contacts.
95% Compliance with agency policies and procedures.
Identify community resources to aid in client's treatment goals and aftercare.
Company Name
 
City
 
, 
State
 
Recruiter
 
01/2008
 
to 
Current
Instituted an action plan to recruit new students using innovative methods to the College such as: 
Forensic Botany Day, Summer Agri-
Science Institute, collaborating with departments across campus (i.e.
undecided majors), meet with targeted prospects to build mutually beneficial partnerships to foster increase in enrollment, developed
website presence (recruitment/marketing of academic programs) and by showcasing the College of Agriculture and Related Sciences via
student-oriented media (i.e.
Facebook, Twitter).
Alex D.
Meredith * Ph: (302) 241-7315 * ameredith@desu.edu Advise students utilizing appreciative advising model to effectively advise on
university policy and procedures regarding: 
academic scheduling, career development, internships, co-curricular",professional driven to inspire students to achieve personal and academic success.
AGRICULTURE,data/AGRICULTURE/12674256.pdf,FINANCIAL SALES CONSULTANT,"Team mediation, Budget Management, Delegation expert with a focus on results and team growth","2009
 
Howard University
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
BBA
 
Marketing
Professional Affiliations"
AGRICULTURE,data/AGRICULTURE/62994611.pdf,SOFTWARE DEVELOPER,".
Technical professional with complete understanding of entire software development life cycle. Respectful self-motivator gifted at finding reliable
solutions for software issues.","IN
 
: 
Expected in 
06/2021
 
Rowan University
 
- 
City
 
, 
State
 
Bachelor of Science
 
: 
Computer Engineering
 
, 
06/2015
 
Selcuk University
 
- 
City
 
Master of Science
 
State"
AGRICULTURE,data/AGRICULTURE/26921245.pdf,GIS COORDINATOR,"training, public affairs, and logistical support.
Aided the backcountry packer with long-distance supply organization travelling over 400 miles on horseback and a string of four mules.Checked fire and camping permits of hikers met on trail.
Company Name
 
City
 
, 
State
 
Secretary
 
06/2010
 
to 
09/2010
Coordinated and communicated with Sandusky County court system and judges to schedule all court dates and client meetings.
Answered incoming calls, responded to emails, created client MS Excel spreadsheets.
Kept records of court decisions and payments dating back 5 years.
Drafted legal documents and organized client interviews.","Masters of Science
 
:
 
Environmental Science
 
2015
 
The Ohio State University
 
, 
City
 
, 
State
Impact of Management on Soil Fertility and Rice Yields in Smallholder Farms in Tanzania
 Â 
Bachelor of Science
 
:
 
Environmental Policy and Management
 
2012
 
The Ohio State University
 
, 
City
 
, 
State"
AGRICULTURE,data/AGRICULTURE/16172429.pdf,FINANCIAL INSTITUTION EXAMINER,"and technical background in credit review,
financial statement analysis, and intermediate accounting work. 
In-depth knowledge and","May 2010
 
UNIVERSITY OF MARYLAND, COLLEGE PARKB.S
 
: 
Finance
 
Robert H. Smith School of Business
 
GPA: 
GPA: 3.82
 
Finance GPA: 3.82
B.A
 
: 
Government & Politics
 
School of Behavioral and Social Sciences
 
GPA: 
cum laude 2nd Place Team -Wikler Finance Case Competition
(2008), Dean's Academic Scholar (2010)
 
Government & Politics cum laude 2nd Place Team -Wikler Finance Case Competition (2008), Dean's
Academic Scholar (2010)"
AGRICULTURE,data/AGRICULTURE/79536879.pdf,"VOLUNTEER FRONT DESK RECEPTIONIST,CANTEEN WORKER","to ensure customer
satisfaction.
Core Strengths
Strong interpersonal skills
Seasoned in conflict resolution
Creative 
problem solver
Courteous demeanor
Energetic work attitude
Telecommunication skills
Typing skills (35 words)
multiple phone handling
Computer skills,Word Perfect POS
Familiar with social sites,Twitter,Apps
Consistently generated additional revenue through skilled sales techniques.
Worked as Museum Attendant,Greeted large crowds of patrons upon entrance and handled all cash and credit transactions.
Assisted customers over the phone regarding store operations, product, promotions and orders.
proficiency in Excel, Microsoft Software.
Volunteered for Red Cross Hurricane Katrina Relief in Baton Rouge,Louisiana,2005 Who's Who Student Excellence, Baltimore City
Community College,2004 VIP Math Tutoring program for .
Baton Rouge Public Schools, 2008.
Work","al Background
Bachelor's Degree
 
, 
History International Studies
 
2008
 
Louisiana State University
 
- 
City
 
, 
State
 
, 
US
 
GPA: 
GPA: 3.0
12 Semester Hours History International Studies GPA: 3.0 Analytical Mathematic course that focus on Analyzing differentiation, integration and
analytical functions.
Relevant for analyzing and problem solving for Laboratory work.
Geology Science and Lab course on Metric systems, Earth interiors, crustal Formations, Earthquake, and Volcanoes.
Associate Degree
 
, 
General Studies
 
2004
 
Baltimore City Community College
 
- 
City
 
, 
State
 
, 
US
 
GPA: 
GPA: 3.2
12 Semester Hours General Studies GPA: 3.2 Relevant Coursework, License and Certifications:
Organic Chemistry Course and Chemistry Laboratory
Statistical Mathematics and Algebra.
Personal"
AGRICULTURE,data/AGRICULTURE/28247753.pdf,COMMITTEE MEMBER,". High-energy, results-oriented leader with an team player work ethic.
Skill","al services to children and adolescents with special learning, social adjustment,
dependency and behavioral health needs.
Company Name
 
February 2002
 
to 
August 2007
 
Sr. Police Officer/Anti Crimes Unit
 
City
 
, 
State
Initiated drug interdiction and organized crime investigations.
Effected many arrests as a result of my investigations of illegal drug organizations, collection of physical and scientific evidence, interviewing
confidential informants, and interrogating suspects which led to confessions.
Company Name
 
November 2004
 
to 
March 2006
 
Mental Health Technician
 
City
 
, 
State
Reviewed patient charts and treatment history for compliance issues with the Joint Commission on Accreditation of Health Care
Organizations (JCAHO).
Promoted the maximum cognitive, social, behavior, and emotional development in each patient assigned to me, in the most expedient and
efficient manner.
Company Name
 
April 1990
 
to 
September 1996
 
Police Officer 
City
 
, 
State
Member of the Tactical Response Unit, which was responsible for making forcible entries to effect the safe execution of warrants.
Served on the Commonwealth of Pennsylvania Office of Attorney General Drug Elimination Task Force.
Company Name
 
January 1989
 
to 
March 1991
 
Criminal Investigator 
City
 
, 
State
Initiated several undercover sales and purchases of United States Food Coupons.
Prepared detailed reports for the United States Attorney for the Eastern District of Pennsylvania for prosecution.
Drafted federal Affidavit's of Probable Cause for the U.S. Attorney of the Eastern District of Pennsylvania.
As a result of my investigations, all of the defendants were found guilty for violating the U.S. Food Stamp Act (7 U.S.C.2024).
Education
North Carolina Central University
 
2016
 
Select One
 
: 
Master of Public Administration & Master of Science in Information Science MPA/MIS
 
City
, 
State
Dual Master's Degree in Public Administration & Information Science (Strategic Information Management).
Coursework: Public Policy Administration, Economic Consequences, Urban Issues in Public Administration, Administrative Law, Principles
in Public Administration, American Government, Intergovernmental Relations, Human Resource Management, and Information Systems in
Organizations.
Kaplan University
 
02/2013
 
B.S. Legal Studies
 
: 
Legal Studies
 
City
 
, 
State
 
GPA: 
Dean's List Honors *The National Society of Collegiate Scholars
*Recipient of Accelerated Scholastic Scholars Scholarship
Kaplan University Accelerated Scholastic Scholars Academic Achievement Award
Charlotte School of Law
 
City
 
, 
State
Coursework: Torts Liability 1 & 2, Legal Writing, Lawyer Practicing (LP), Professional Responsibility, Ethics, Civil Procedure Problems in
Practice
United States Dept. of Justice
 
Deoxyribonucleic Acid (DNA) Initiative Training Forensic DNA for Officers of the Court Law 10
Legal Guide for the Forensic Expert
Advanced and Emerging DNA
Techniques and Technologies DNA
Amplification for Forensic Analysts Communication"
